Task,Family,Model,TestSubject,Accuracy,F1,SourceFile
Tri-class (3-class),ML,RandomForest,4,0.8676470588235294,0.8290083410565339,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,5,0.9714285714285714,0.9703571428571428,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,6,1.0,1.0,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,7,0.9428571428571428,0.9428571428571428,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,8,0.8142857142857143,0.8296145124716554,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,9,1.0,1.0,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,10,0.8450704225352113,0.7774000323781771,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,11,1.0,1.0,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,13,0.9714285714285714,0.9703663003663004,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,14,0.8428571428571429,0.7805929919137468,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,15,0.9014084507042254,0.8825612308388483,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,16,1.0,1.0,loso_20260513_223538.json
Tri-class (3-class),ML,RandomForest,17,0.9027777777777778,0.9030369409428298,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,2,0.7910447761194029,0.7886928991406603,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,3,0.9117647058823529,0.9119047619047619,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,4,0.8382352941176471,0.7678200692041522,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,5,0.9714285714285714,0.9703571428571428,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,6,1.0,1.0,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,7,0.8571428571428571,0.8057359307359307,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,8,0.9142857142857143,0.9142857142857143,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,9,1.0,1.0,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,10,0.7323943661971831,0.6686780860430352,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,11,0.9571428571428572,0.9588336594911937,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,13,0.9285714285714286,0.9195303207589136,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,14,0.7857142857142857,0.73375104427736,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,15,0.8309859154929577,0.7635040215452923,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,16,0.75,0.7687499999999999,loso_20260513_223538.json
Tri-class (3-class),ML,SVM,17,0.8611111111111112,0.837930778371955,loso_20260513_223538.json
